INSERT INTO d_entry (entry_id, part_id, container_qty, pieces_qty, price, time, cust_id, invoice_no)
('629', '3', '16', '4', '540000.0', '2023-04-03 09:03:26', '94', 'INV00629'),
('630', '3', '36', '27', '1485000.0', '2023-04-03 20:11:36', '78', 'INV00630'),
('631', '6', '2', '34', '154000.0', '2023-04-05 06:24:10', '12', 'INV00631'),
('632', '2', '21', '40', '1975000.0', '2023-04-07 04:07:25', '93', 'INV00632'),
('633', '3', '6', '1', '195000.0', '2023-04-07 10:11:28', '37', 'INV00633'),
('634', '1', '11', '27', '573800.0', '2023-04-10 10:04:03', '85', 'INV00634'),
('635', '3', '4', '12', '300000.0', '2023-04-11 23:47:31', '67', 'INV00635'),
('636', '1', '20', '31', '1008900.0', '2023-04-13 04:49:07', '70', 'INV00636'),
('637', '4', '15', '24', '148500.0', '2023-04-14 06:54:07', '78', 'INV00637'),
('638', '8', '20', '37', '502130.0', '2023-04-16 14:00:00', '74', 'INV00638'),
('639', '3', '44', '36', '1860000.0', '2023-04-16 17:04:04', '2', 'INV00639'),
('640', '3', '26', '26', '1170000.0', '2023-04-16 21:23:09', '72', 'INV00640'),
('641', '10', '25', '41', '427390.0', '2023-04-17 03:24:18', '6', 'INV00641'),
('642', '9', '50', '48', '745000.0', '2023-04-18 08:53:45', '63', 'INV00642'),
('643', '4', '8', '11', '76500.0', '2023-04-19 07:22:08', '69', 'INV00643'),
('644', '5', '27', '9', '396270.0', '2023-04-19 11:44:48', '80', 'INV00644'),
('645', '5', '44', '40', '675920.0', '2023-04-19 19:10:32', '4', 'INV00645'),
('646', '4', '21', '34', '208500.0', '2023-04-20 14:59:44', '60', 'INV00646'),
('647', '2', '30', '46', '2733400.0', '2023-04-21 04:31:34', '16', 'INV00647'),
('648', '7', '5', '15', '208000.0', '2023-04-21 04:54:27', '71', 'INV00648'),
('649', '10', '39', '24', '635160.0', '2023-04-21 07:39:17', '74', 'INV00649'),
('650', '10', '39', '48', '654120.0', '2023-04-21 17:53:38', '69', 'INV00650'),
('651', '9', '41', '35', '600000.0', '2023-04-22 05:17:17', '47', 'INV00651'),
('652', '10', '4', '27', '84530.0', '2023-04-23 17:04:18', '1', 'INV00652'),
('653', '3', '11', '49', '1065000.0', '2023-04-23 19:32:46', '29', 'INV00653'),
('654', '2', '4', '48', '695200.0', '2023-04-24 04:48:35', '49', 'INV00654'),
('655', '10', '16', '0', '252800.0', '2023-04-25 03:25:10', '4', 'INV00655'),
('656', '7', '9', '17', '342400.0', '2023-04-26 07:27:25', '30', 'INV00656'),
('657', '8', '44', '27', '1023630.0', '2023-04-30 12:41:09', '33', 'INV00657'),
('658', '9', '19', '36', '327500.0', '2023-05-01 12:14:10', '85', 'INV00658'),
('659', '1', '41', '33', '2010200.0', '2023-05-04 00:51:47', '57', 'INV00659'),
('660', '10', '38', '30', '624100.0', '2023-05-04 03:12:32', '67', 'INV00660'),
('661', '7', '39', '19', '1308800.0', '2023-05-04 05:14:20', '15', 'INV00661'),
('662', '3', '45', '4', '1410000.0', '2023-05-04 14:26:29', '65', 'INV00662'),
('663', '9', '33', '50', '537500.0', '2023-05-05 14:58:04', '32', 'INV00663'),
('664', '5', '31', '32', '480760.0', '2023-05-10 02:46:24', '19', 'INV00664'),
('665', '10', '13', '35', '233050.0', '2023-05-11 01:42:52', '84', 'INV00665'),
('666', '2', '42', '41', '3641900.0', '2023-05-11 02:45:16', '26', 'INV00666'),
('667', '7', '26', '17', '886400.0', '2023-05-12 02:52:40', '26', 'INV00667'),
('668', '4', '16', '0', '120000.0', '2023-05-12 10:56:23', '85', 'INV00668'),
('669', '4', '40', '7', '310500.0', '2023-05-13 16:11:18', '15', 'INV00669'),
('670', '4', '49', '33', '417000.0', '2023-05-15 06:56:56', '20', 'INV00670'),
('671', '1', '40', '33', '1962700.0', '2023-05-16 01:01:22', '40', 'INV00671'),
('672', '9', '10', '6', '140000.0', '2023-05-19 02:18:21', '17', 'INV00672'),
('673', '1', '39', '25', '1900000.0', '2023-05-21 02:47:59', '36', 'INV00673'),
('674', '3', '38', '36', '1680000.0', '2023-05-22 15:21:22', '70', 'INV00674'),
('675', '2', '15', '43', '1524700.0', '2023-05-24 15:15:05', '88', 'INV00675'),
('676', '10', '32', '35', '533250.0', '2023-05-25 19:05:26', '97', 'INV00676'),
('677', '10', '24', '22', '396580.0', '2023-05-26 12:52:14', '59', 'INV00677'),
('678', '3', '2', '24', '420000.0', '2023-05-27 00:50:37', '97', 'INV00678'),
('679', '3', '48', '30', '1890000.0', '2023-05-27 21:02:28', '21', 'INV00679'),
('680', '1', '24', '30', '1197000.0', '2023-05-28 13:57:34', '66', 'INV00680'),
('681', '7', '44', '33', '1513600.0', '2023-05-29 13:53:01', '2', 'INV00681'),
('682', '7', '23', '26', '819200.0', '2023-05-30 12:02:12', '83', 'INV00682'),
('683', '2', '49', '26', '4076400.0', '2023-05-30 18:01:55', '58', 'INV00683'),
('684', '9', '37', '14', '497500.0', '2023-05-31 09:12:58', '2', 'INV00684'),
('685', '10', '12', '41', '221990.0', '2023-06-02 07:07:07', '84', 'INV00685'),
('686', '7', '20', '8', '665600.0', '2023-06-05 08:46:42', '44', 'INV00686'),
('687', '4', '7', '7', '63000.0', '2023-06-07 01:22:55', '14', 'INV00687'),
('688', '6', '32', '38', '693000.0', '2023-06-07 02:24:02', '35', 'INV00688'),
('689', '9', '39', '21', '540000.0', '2023-06-09 08:55:35', '57', 'INV00689'),
('690', '4', '21', '44', '223500.0', '2023-06-12 09:43:05', '96', 'INV00690'),
('691', '6', '27', '0', '472500.0', '2023-06-14 15:23:56', '99', 'INV00691'),
('692', '8', '8', '17', '204130.0', '2023-06-17 05:16:46', '1', 'INV00692'),
('693', '4', '35', '46', '331500.0', '2023-06-18 04:46:46', '89', 'INV00693'),
('694', '3', '23', '43', '1335000.0', '2023-06-18 06:20:45', '28', 'INV00694'),
('695', '4', '17', '46', '196500.0', '2023-06-19 11:39:40', '44', 'INV00695'),
('696', '6', '16', '29', '381500.0', '2023-06-19 19:05:59', '86', 'INV00696'),
('697', '5', '10', '37', '186830.0', '2023-06-20 15:07:26', '62', 'INV00697'),
('698', '8', '21', '34', '520010.0', '2023-06-21 17:08:42', '53', 'INV00698'),
('699', '3', '3', '24', '450000.0', '2023-06-22 03:22:02', '69', 'INV00699'),
('700', '8', '45', '2', '1008730.0', '2023-06-22 05:04:14', '31', 'INV00700'),
('701', '1', '23', '43', '1174200.0', '2023-06-22 18:05:01', '40', 'INV00701'),
('702', '2', '12', '27', '1161300.0', '2023-06-24 23:00:21', '58', 'INV00702'),
('703', '8', '36', '17', '829930.0', '2023-06-24 23:50:48', '86', 'INV00703'),
('704', '5', '7', '49', '158270.0', '2023-06-26 11:08:49', '76', 'INV00704'),
('705', '2', '26', '39', '2362100.0', '2023-06-28 08:47:09', '90', 'INV00705'),
('706', '7', '48', '19', '1596800.0', '2023-06-29 04:58:49', '31', 'INV00706'),
('707', '9', '26', '38', '420000.0', '2023-07-01 15:57:06', '64', 'INV00707'),
('708', '1', '44', '37', '2160300.0', '2023-07-01 20:20:09', '25', 'INV00708'),
('709', '8', '44', '50', '1057900.0', '2023-07-02 03:43:30', '40', 'INV00709'),
('710', '1', '37', '3', '1763200.0', '2023-07-02 18:29:50', '10', 'INV00710'),
('711', '3', '13', '15', '615000.0', '2023-07-03 14:19:44', '76', 'INV00711'),
('712', '3', '4', '26', '510000.0', '2023-07-04 16:31:54', '59', 'INV00712'),
('713', '9', '21', '48', '382500.0', '2023-07-04 18:32:15', '16', 'INV00713'),
('714', '8', '9', '49', '274160.0', '2023-07-05 08:49:24', '72', 'INV00714'),
('715', '6', '28', '25', '577500.0', '2023-07-05 15:00:34', '17', 'INV00715'),
('716', '7', '13', '1', '419200.0', '2023-07-07 00:26:43', '74', 'INV00716'),
('717', '10', '20', '4', '319160.0', '2023-07-07 05:01:15', '33', 'INV00717'),
('718', '10', '13', '14', '216460.0', '2023-07-07 22:12:43', '86', 'INV00718'),
('719', '3', '17', '24', '870000.0', '2023-07-11 17:30:43', '54', 'INV00719'),
('720', '10', '32', '14', '516660.0', '2023-07-14 02:56:33', '98', 'INV00720'),
('721', '9', '24', '3', '307500.0', '2023-07-14 07:51:05', '58', 'INV00721'),
('722', '1', '25', '0', '1187500.0', '2023-07-14 09:26:48', '28', 'INV00722'),
('723', '6', '47', '48', '990500.0', '2023-07-19 16:00:07', '56', 'INV00723'),
('724', '10', '20', '3', '318370.0', '2023-07-23 11:22:04', '58', 'INV00724'),
('725', '2', '9', '49', '1098100.0', '2023-07-23 11:53:15', '23', 'INV00725'),
('726', '9', '25', '2', '317500.0', '2023-07-26 01:27:49', '7', 'INV00726'),
('727', '8', '46', '20', '1057900.0', '2023-07-26 05:56:42', '7', 'INV00727'),
('728', '4', '9', '4', '73500.0', '2023-07-26 18:31:30', '97', 'INV00728'),
('729', '7', '21', '13', '713600.0', '2023-07-29 02:56:11', '61', 'INV00729'),
('730', '10', '14', '26', '241740.0', '2023-08-02 06:45:29', '81', 'INV00730'),
('731', '1', '3', '18', '176700.0', '2023-08-02 17:21:03', '70', 'INV00731'),
('732', '5', '49', '12', '714000.0', '2023-08-03 20:41:08', '76', 'INV00732'),
('733', '9', '26', '13', '357500.0', '2023-08-04 02:06:57', '43', 'INV00733'),
('734', '9', '8', '25', '162500.0', '2023-08-04 23:56:07', '36', 'INV00734'),
('735', '3', '21', '11', '795000.0', '2023-08-06 11:15:44', '73', 'INV00735'),
('736', '9', '18', '3', '232500.0', '2023-08-13 21:28:47', '75', 'INV00736'),
('737', '1', '42', '24', '2040600.0', '2023-08-18 05:32:41', '25', 'INV00737'),
('738', '8', '5', '28', '153470.0', '2023-08-18 10:17:44', '95', 'INV00738'),
('739', '3', '27', '16', '1050000.0', '2023-08-20 13:07:24', '6', 'INV00739'),
('740', '8', '2', '40', '104300.0', '2023-08-23 03:50:16', '79', 'INV00740'),
('741', '10', '41', '49', '686510.0', '2023-08-23 10:40:04', '80', 'INV00741'),
('742', '10', '23', '2', '364980.0', '2023-08-23 19:22:48', '36', 'INV00742'),
('743', '8', '11', '26', '284590.0', '2023-08-24 02:09:29', '55', 'INV00743'),
('744', '2', '31', '12', '2543800.0', '2023-08-24 18:20:49', '25', 'INV00744'),
('745', '10', '45', '38', '741020.0', '2023-08-27 08:24:07', '96', 'INV00745'),
('746', '2', '26', '0', '2054000.0', '2023-08-28 15:32:30', '27', 'INV00746'),
('747', '7', '29', '41', '1059200.0', '2023-08-30 15:29:33', '9', 'INV00747'),
('748', '10', '45', '50', '750500.0', '2023-08-30 21:03:09', '23', 'INV00748'),
('749', '3', '34', '35', '1545000.0', '2023-09-04 23:09:03', '11', 'INV00749'),
('750', '7', '41', '41', '1443200.0', '2023-09-05 19:37:01', '84', 'INV00750'),
('751', '7', '41', '34', '1420800.0', '2023-09-06 22:02:48', '51', 'INV00751'),
('752', '1', '34', '7', '1628300.0', '2023-09-08 02:43:09', '87', 'INV00752'),
('753', '2', '5', '19', '545100.0', '2023-09-09 02:58:58', '4', 'INV00753'),
('754', '2', '38', '43', '3341700.0', '2023-09-12 21:03:12', '32', 'INV00754'),
('755', '9', '42', '23', '582500.0', '2023-09-15 09:38:04', '45', 'INV00755'),
('756', '1', '14', '13', '689700.0', '2023-09-16 01:37:52', '3', 'INV00756'),
('757', '9', '31', '4', '397500.0', '2023-09-16 18:44:24', '56', 'INV00757'),
('758', '5', '45', '45', '696150.0', '2023-09-17 11:46:23', '74', 'INV00758'),
('759', '2', '43', '38', '3697200.0', '2023-09-17 18:24:54', '56', 'INV00759'),
('760', '6', '24', '50', '595000.0', '2023-09-18 09:19:44', '13', 'INV00760'),
('761', '6', '50', '42', '1022000.0', '2023-09-19 03:27:02', '73', 'INV00761'),
('762', '9', '21', '27', '330000.0', '2023-09-20 11:19:04', '52', 'INV00762'),
('763', '1', '45', '19', '2173600.0', '2023-09-22 15:57:00', '14', 'INV00763'),
('764', '7', '24', '13', '809600.0', '2023-09-23 01:38:59', '88', 'INV00764'),
('765', '3', '20', '15', '825000.0', '2023-09-23 08:56:40', '61', 'INV00765'),
('766', '5', '17', '8', '252280.0', '2023-09-24 01:48:56', '28', 'INV00766'),
('767', '8', '36', '32', '852280.0', '2023-09-24 20:42:19', '35', 'INV00767'),
('768', '1', '33', '36', '1635900.0', '2023-09-25 12:26:55', '35', 'INV00768'),
('769', '5', '32', '19', '479570.0', '2023-09-26 15:26:21', '61', 'INV00769'),
('770', '4', '32', '42', '303000.0', '2023-09-27 01:23:47', '30', 'INV00770'),
('771', '9', '26', '37', '417500.0', '2023-09-29 09:30:56', '2', 'INV00771'),
('772', '8', '23', '0', '514050.0', '2023-09-30 01:58:06', '92', 'INV00772'),
('773', '9', '4', '15', '87500.0', '2023-09-30 07:19:34', '42', 'INV00773'),
('774', '1', '2', '43', '176700.0', '2023-10-01 17:25:02', '32', 'INV00774'),
('775', '10', '44', '11', '703890.0', '2023-10-01 19:37:22', '79', 'INV00775'),
('776', '5', '30', '9', '439110.0', '2023-10-03 17:50:11', '27', 'INV00776'),
('777', '9', '47', '5', '600000.0', '2023-10-03 23:52:29', '88', 'INV00777'),
('778', '7', '45', '5', '1456000.0', '2023-10-05 21:05:15', '36', 'INV00778'),
('779', '7', '5', '42', '294400.0', '2023-10-06 00:33:40', '43', 'INV00779'),
('780', '10', '35', '20', '568800.0', '2023-10-07 21:42:18', '1', 'INV00780'),
('781', '4', '49', '38', '424500.0', '2023-10-08 03:58:17', '77', 'INV00781'),
('782', '4', '49', '8', '379500.0', '2023-10-10 15:31:55', '51', 'INV00782'),
('783', '4', '36', '45', '337500.0', '2023-10-14 03:32:01', '92', 'INV00783'),
('784', '1', '27', '27', '1333800.0', '2023-10-15 11:35:42', '54', 'INV00784'),
('785', '6', '45', '1', '791000.0', '2023-10-15 13:59:39', '60', 'INV00785'),
('786', '2', '41', '13', '3341700.0', '2023-10-15 17:27:24', '43', 'INV00786'),
('787', '10', '7', '34', '137460.0', '2023-10-17 10:05:58', '91', 'INV00787'),
('788', '3', '29', '30', '1320000.0', '2023-10-18 04:35:20', '86', 'INV00788'),
('789', '6', '9', '21', '231000.0', '2023-10-18 22:12:53', '35', 'INV00789'),
('790', '9', '37', '1', '465000.0', '2023-10-19 03:40:40', '79', 'INV00790'),
('791', '4', '6', '30', '90000.0', '2023-10-20 19:12:47', '65', 'INV00791'),
('792', '8', '36', '37', '859730.0', '2023-10-22 00:04:42', '25', 'INV00792'),
('793', '9', '12', '49', '272500.0', '2023-10-22 05:07:30', '27', 'INV00793'),
('794', '5', '19', '16', '290360.0', '2023-10-22 07:05:00', '22', 'INV00794'),
('795', '7', '28', '15', '944000.0', '2023-10-25 02:37:01', '22', 'INV00795'),
('796', '10', '15', '32', '262280.0', '2023-10-25 03:01:16', '76', 'INV00796'),
('797', '7', '20', '45', '784000.0', '2023-10-25 10:26:09', '59', 'INV00797'),
('798', '3', '19', '0', '570000.0', '2023-10-25 14:02:23', '100', 'INV00798'),
('799', '3', '5', '12', '330000.0', '2023-10-26 17:04:34', '87', 'INV00799'),
('800', '5', '5', '25', '101150.0', '2023-10-28 00:04:54', '88', 'INV00800'),
('801', '9', '23', '42', '392500.0', '2023-10-28 02:20:50', '89', 'INV00801'),
('802', '6', '40', '48', '868000.0', '2023-10-29 06:22:16', '70', 'INV00802'),
('803', '9', '49', '47', '730000.0', '2023-10-30 10:48:25', '27', 'INV00803'),
('804', '3', '31', '36', '1470000.0', '2023-10-30 18:55:40', '95', 'INV00804'),
('805', '4', '7', '31', '99000.0', '2023-10-31 13:27:01', '6', 'INV00805'),
('806', '9', '5', '33', '145000.0', '2023-10-31 22:10:21', '64', 'INV00806'),
('807', '10', '7', '17', '124030.0', '2023-11-01 06:04:42', '53', 'INV00807'),
('808', '7', '24', '50', '928000.0', '2023-11-06 18:45:47', '3', 'INV00808'),
('809', '9', '48', '46', '715000.0', '2023-11-07 23:48:50', '26', 'INV00809'),
('810', '1', '2', '22', '136800.0', '2023-11-09 07:00:57', '42', 'INV00810'),
('811', '6', '3', '2', '59500.0', '2023-11-10 00:36:43', '31', 'INV00811'),
('812', '7', '10', '7', '342400.0', '2023-11-10 12:56:35', '93', 'INV00812'),
('813', '10', '23', '20', '379200.0', '2023-11-12 16:44:03', '55', 'INV00813'),
('814', '5', '7', '23', '127330.0', '2023-11-13 01:48:21', '6', 'INV00814'),
('815', '7', '26', '43', '969600.0', '2023-11-13 16:29:17', '75', 'INV00815'),
('816', '8', '24', '2', '539380.0', '2023-11-14 09:50:17', '46', 'INV00816'),
('817', '4', '27', '17', '228000.0', '2023-11-14 20:13:03', '57', 'INV00817'),
('818', '5', '18', '4', '261800.0', '2023-11-16 01:11:05', '92', 'INV00818'),
('819', '4', '50', '26', '414000.0', '2023-11-16 10:52:48', '70', 'INV00819'),
('820', '4', '23', '35', '225000.0', '2023-11-21 03:05:50', '67', 'INV00820'),
('821', '5', '46', '49', '715190.0', '2023-11-23 17:08:08', '94', 'INV00821'),
('822', '4', '39', '19', '321000.0', '2023-11-26 00:28:42', '62', 'INV00822'),
('823', '10', '33', '50', '560900.0', '2023-11-26 12:06:10', '97', 'INV00823'),
('824', '8', '6', '39', '192210.0', '2023-11-26 17:27:21', '74', 'INV00824'),
('825', '5', '44', '33', '667590.0', '2023-11-28 00:45:21', '64', 'INV00825'),
('826', '8', '14', '14', '333760.0', '2023-11-29 11:46:02', '8', 'INV00826'),
('827', '7', '49', '8', '1593600.0', '2023-12-01 20:32:04', '91', 'INV00827'),
('828', '1', '50', '39', '2449100.0', '2023-12-04 07:27:33', '31', 'INV00828'),
('829', '7', '18', '40', '704000.0', '2023-12-04 11:38:47', '34', 'INV00829'),
('830', '4', '6', '48', '117000.0', '2023-12-05 05:25:15', '71', 'INV00830'),
('831', '2', '28', '31', '2456900.0', '2023-12-07 02:33:56', '23', 'INV00831'),
('832', '6', '17', '41', '441000.0', '2023-12-10 02:58:01', '29', 'INV00832'),
('833', '5', '25', '7', '365330.0', '2023-12-10 15:43:51', '92', 'INV00833'),
('834', '3', '34', '23', '1365000.0', '2023-12-11 13:29:05', '16', 'INV00834'),
('835', '1', '22', '18', '1079200.0', '2023-12-13 14:42:45', '11', 'INV00835'),
('836', '9', '44', '19', '597500.0', '2023-12-13 14:59:44', '29', 'INV00836'),
('837', '8', '26', '22', '613880.0', '2023-12-17 22:12:21', '68', 'INV00837'),
('838', '9', '40', '40', '600000.0', '2023-12-22 00:50:05', '92', 'INV00838'),
('839', '4', '36', '50', '345000.0', '2023-12-22 05:11:28', '81', 'INV00839'),
('840', '2', '44', '49', '3863100.0', '2023-12-23 15:40:39', '82', 'INV00840'),
('841', '9', '39', '18', '532500.0', '2023-12-26 13:25:18', '36', 'INV00841'),
('842', '8', '38', '40', '908900.0', '2023-12-29 01:29:56', '64', 'INV00842'),
('843', '6', '17', '11', '336000.0', '2023-12-30 10:21:56', '22', 'INV00843'),
('844', '8', '2', '40', '104300.0', '2024-01-02 22:33:36', '34', 'INV00844'),
('845', '4', '5', '7', '48000.0', '2024-01-05 15:47:04', '88', 'INV00845'),
('846', '4', '28', '35', '262500.0', '2024-01-07 05:41:23', '85', 'INV00846'),
('847', '7', '15', '25', '560000.0', '2024-01-08 09:45:51', '96', 'INV00847'),
('848', '8', '31', '40', '752450.0', '2024-01-10 15:11:59', '59', 'INV00848'),
('849', '3', '18', '18', '810000.0', '2024-01-11 00:23:05', '5', 'INV00849'),
('850', '4', '17', '45', '195000.0', '2024-01-11 00:45:29', '35', 'INV00850'),
('851', '8', '5', '41', '172840.0', '2024-01-12 00:18:59', '78', 'INV00851'),
('852', '6', '50', '10', '910000.0', '2024-01-12 06:31:38', '42', 'INV00852'),
('853', '4', '37', '21', '309000.0', '2024-01-16 10:57:43', '75', 'INV00853'),
('854', '2', '40', '47', '3531300.0', '2024-01-17 13:41:36', '97', 'INV00854'),
('855', '9', '14', '28', '245000.0', '2024-01-17 21:43:50', '96', 'INV00855'),
('856', '7', '48', '20', '1600000.0', '2024-01-19 13:56:18', '10', 'INV00856'),
('857', '2', '6', '3', '497700.0', '2024-01-22 21:16:34', '49', 'INV00857'),
('858', '10', '20', '28', '338120.0', '2024-01-23 14:56:48', '48', 'INV00858'),
('859', '1', '21', '22', '1039300.0', '2024-01-24 21:23:42', '99', 'INV00859'),
('860', '8', '43', '29', '1004260.0', '2024-01-26 01:08:20', '12', 'INV00860'),
('861', '3', '29', '50', '1620000.0', '2024-01-27 16:27:40', '68', 'INV00861'),
('862', '1', '3', '25', '190000.0', '2024-01-28 09:07:43', '19', 'INV00862'),
('863', '4', '35', '37', '318000.0', '2024-01-30 20:33:46', '52', 'INV00863'),
('864', '8', '42', '3', '943170.0', '2024-01-30 23:55:37', '68', 'INV00864'),
('865', '1', '39', '12', '1875300.0', '2024-02-06 02:19:55', '81', 'INV00865'),
('866', '6', '33', '10', '612500.0', '2024-02-07 08:13:56', '74', 'INV00866'),
('867', '2', '28', '44', '2559600.0', '2024-02-08 16:53:41', '86', 'INV00867'),
('868', '8', '7', '16', '180290.0', '2024-02-09 14:34:05', '64', 'INV00868'),
('869', '9', '37', '22', '517500.0', '2024-02-13 11:10:42', '3', 'INV00869'),
('870', '9', '44', '19', '597500.0', '2024-02-17 21:17:29', '78', 'INV00870'),
('871', '8', '12', '24', '303960.0', '2024-02-17 21:29:55', '54', 'INV00871'),
('872', '4', '15', '42', '175500.0', '2024-02-18 12:49:11', '38', 'INV00872'),
('873', '10', '15', '24', '255960.0', '2024-02-18 19:42:39', '20', 'INV00873'),
('874', '1', '17', '0', '807500.0', '2024-02-19 04:22:05', '48', 'INV00874'),
('875', '5', '23', '41', '377230.0', '2024-02-19 17:27:39', '99', 'INV00875'),
('876', '1', '5', '34', '302100.0', '2024-02-22 03:00:24', '76', 'INV00876'),
('877', '1', '33', '13', '1592200.0', '2024-02-22 07:45:53', '62', 'INV00877'),
('878', '1', '49', '23', '2371200.0', '2024-02-25 17:49:00', '61', 'INV00878'),
('879', '5', '48', '0', '685440.0', '2024-02-28 15:33:44', '63', 'INV00879'),
('880', '4', '14', '15', '127500.0', '2024-02-28 18:30:12', '64', 'INV00880'),
('881', '5', '15', '0', '214200.0', '2024-03-01 15:07:08', '31', 'INV00881'),
('882', '6', '41', '37', '847000.0', '2024-03-03 08:28:05', '30', 'INV00882'),
('883', '1', '3', '2', '146300.0', '2024-03-04 13:08:22', '21', 'INV00883'),
('884', '3', '12', '48', '1080000.0', '2024-03-04 15:53:02', '4', 'INV00884'),
('885', '10', '32', '10', '513500.0', '2024-03-05 12:04:55', '42', 'INV00885'),
('886', '5', '32', '23', '484330.0', '2024-03-05 17:00:02', '77', 'INV00886'),
('887', '5', '8', '25', '143990.0', '2024-03-06 20:29:27', '63', 'INV00887'),
('888', '10', '2', '35', '59250.0', '2024-03-07 09:58:24', '69', 'INV00888'),
('889', '8', '25', '16', '582590.0', '2024-03-07 19:24:39', '99', 'INV00889'),
('890', '8', '37', '13', '846320.0', '2024-03-08 15:25:12', '94', 'INV00890'),
('891', '6', '27', '4', '486500.0', '2024-03-09 08:50:38', '42', 'INV00891'),
('892', '7', '48', '6', '1555200.0', '2024-03-09 14:52:46', '17', 'INV00892'),
('893', '7', '7', '31', '323200.0', '2024-03-11 07:27:00', '78', 'INV00893'),
('894', '9', '30', '30', '450000.0', '2024-03-12 05:48:15', '94', 'INV00894'),
('895', '9', '25', '30', '387500.0', '2024-03-12 07:21:12', '58', 'INV00895'),
('896', '10', '48', '40', '790000.0', '2024-03-12 09:49:56', '85', 'INV00896'),
('897', '3', '3', '43', '735000.0', '2024-03-13 08:46:41', '17', 'INV00897'),
('898', '1', '40', '25', '1947500.0', '2024-03-13 21:28:30', '82', 'INV00898'),
('899', '2', '31', '0', '2449000.0', '2024-03-16 08:03:45', '60', 'INV00899'),
('900', '10', '39', '0', '616200.0', '2024-03-16 20:45:01', '91', 'INV00900'),
('901', '8', '46', '33', '1077270.0', '2024-03-24 04:11:30', '70', 'INV00901'),
('902', '7', '38', '23', '1289600.0', '2024-03-30 19:36:40', '84', 'INV00902'),
('903', '4', '11', '47', '153000.0', '2024-03-31 05:12:12', '85', 'INV00903'),
('904', '6', '6', '20', '175000.0', '2024-04-02 09:03:14', '4', 'INV00904'),
('905', '6', '45', '49', '959000.0', '2024-04-05 03:10:29', '28', 'INV00905'),
('906', '9', '25', '11', '340000.0', '2024-04-07 22:41:19', '96', 'INV00906'),
('907', '1', '17', '32', '868300.0', '2024-04-11 19:31:56', '32', 'INV00907'),
('908', '2', '36', '8', '2907200.0', '2024-04-12 21:34:12', '5', 'INV00908'),
('909', '10', '50', '34', '816860.0', '2024-04-19 23:38:43', '57', 'INV00909'),
('910', '1', '38', '3', '1810700.0', '2024-04-20 03:36:58', '45', 'INV00910'),
('911', '6', '15', '37', '392000.0', '2024-04-24 13:14:25', '94', 'INV00911'),
('912', '3', '41', '17', '1485000.0', '2024-04-25 11:37:08', '86', 'INV00912'),
('913', '6', '24', '4', '434000.0', '2024-04-27 12:36:32', '19', 'INV00913'),
('914', '9', '21', '11', '290000.0', '2024-04-30 13:33:49', '45', 'INV00914'),
('915', '5', '12', '1', '172550.0', '2024-04-30 14:06:27', '96', 'INV00915'),
('916', '9', '7', '23', '145000.0', '2024-04-30 15:26:29', '63', 'INV00916'),
('917', '4', '9', '43', '132000.0', '2024-05-01 09:41:27', '51', 'INV00917'),
('918', '3', '3', '8', '210000.0', '2024-05-03 02:27:57', '94', 'INV00918'),
('919', '7', '7', '49', '380800.0', '2024-05-04 02:07:54', '48', 'INV00919'),
('920', '4', '6', '43', '109500.0', '2024-05-04 15:25:05', '23', 'INV00920'),
('921', '4', '31', '21', '264000.0', '2024-05-05 08:43:38', '51', 'INV00921'),
('922', '7', '48', '5', '1552000.0', '2024-05-07 15:10:13', '83', 'INV00922'),
('923', '8', '17', '27', '420180.0', '2024-05-08 18:22:37', '25', 'INV00923'),
('924', '9', '9', '1', '115000.0', '2024-05-08 20:10:39', '34', 'INV00924'),
('925', '8', '19', '50', '499150.0', '2024-05-10 01:49:11', '14', 'INV00925'),
('926', '9', '5', '3', '70000.0', '2024-05-10 03:28:38', '74', 'INV00926'),
('927', '10', '22', '21', '364190.0', '2024-05-11 01:32:29', '38', 'INV00927'),
('928', '10', '31', '11', '498490.0', '2024-05-12 01:00:39', '36', 'INV00928'),
('929', '5', '47', '13', '686630.0', '2024-05-12 13:19:19', '11', 'INV00929'),
('930', '2', '40', '11', '3246900.0', '2024-05-13 15:51:28', '32', 'INV00930'),
('931', '7', '3', '18', '153600.0', '2024-05-13 18:59:21', '87', 'INV00931'),
('932', '8', '34', '29', '803110.0', '2024-05-13 23:31:14', '22', 'INV00932'),
('933', '2', '12', '9', '1019100.0', '2024-05-17 21:28:25', '68', 'INV00933'),
('934', '8', '49', '16', '1118990.0', '2024-05-19 22:18:06', '93', 'INV00934'),
('935', '1', '11', '44', '606100.0', '2024-05-23 07:26:26', '82', 'INV00935'),
('936', '3', '49', '32', '1950000.0', '2024-05-24 14:49:04', '86', 'INV00936'),
('937', '7', '36', '3', '1161600.0', '2024-05-29 00:40:22', '49', 'INV00937'),
('938', '5', '16', '32', '266560.0', '2024-05-29 22:39:43', '4', 'INV00938'),
('939', '10', '25', '1', '395790.0', '2024-06-01 18:13:47', '86', 'INV00939'),
('940', '3', '40', '46', '1890000.0', '2024-06-04 00:24:48', '50', 'INV00940'),
('941', '7', '35', '9', '1148800.0', '2024-06-04 03:15:14', '83', 'INV00941'),
('942', '6', '33', '24', '661500.0', '2024-06-06 13:11:03', '30', 'INV00942'),
('943', '3', '15', '1', '465000.0', '2024-06-06 16:08:03', '43', 'INV00943'),
